98.3,98.3,98.3,98.3,98.3,98.56,98.56,98.56,99.07,99.1,99.1,99.2,99.2,99.2,99.2,99.2,99.22,,,
98.3,98.3,98.3,98.3,98.3,98.3,98.56,98.56,99.07,99.1,99.1,99.2,99.2,99.2,99.2,99.2,99.22,,,
98.3,98.3,98.3,98.3,98.3,98.3,98.56,98.56,99.07,99.1,99.1,99.2,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.56,98.56,99.07,99.1,99.1,99.2,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.56,98.56,99.07,99.1,99.1,99.2,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.56,98.56,99.07,99.1,99.1,99.2,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.56,98.56,98.56,99.1,99.1,99.2,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.56,98.56,98.56,99.1,99.1,99.2,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.56,98.56,99.1,99.1,99.1,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.56,99.1,99.1,99.1,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.56,99.1,99.1,99.1,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.59,99.1,99.1,99.1,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.59,98.59,99.1,99.1,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.59,98.59,99.1,99.1,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.59,98.59,99.1,99.1,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.59,98.59,99.1,99.1,99.2,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.59,98.59,99.1,99.1,99.13,99.2,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.59,98.59,99.1,99.1,99.1,99.13,99.2,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.59,98.59,98.59,99.1,99.1,99.13,99.13,99.2,99.22,99.22,,
98.3,98.3,98.3,98.3,98.3,98.3,98.59,98.59,98.59,98.59,98.59,99.1,99.1,99.13,99.13,99.2,99.22,99.22,,
10,10,10,10,10,14,14,14,30,28,28,32,32,32,32,32,31,,,
10,10,10,10,10,10,14,14,30,28,28,32,32,32,32,32,31,,,
10,10,10,10,10,10,14,14,30,28,28,32,32,32,32,32,31,31,,
10,10,10,10,10,10,14,14,30,28,28,32,32,32,32,32,31,31,,
10,10,10,10,10,10,14,14,30,28,28,32,32,32,32,32,31,31,,
10,10,10,10,10,10,14,14,30,28,28,32,32,32,32,32,31,31,,
10,10,10,10,10,10,14,14,14,28,28,32,32,32,32,32,31,31,,
10,10,10,10,10,10,14,14,14,28,28,32,32,32,32,32,31,31,,
10,10,10,10,10,10,12,14,14,28,28,28,32,32,32,32,31,31,,
10,10,10,10,10,10,12,12,14,28,28,28,32,32,32,32,31,31,,
10,10,10,10,10,10,12,12,14,28,28,28,32,32,32,32,31,31,,
10,10,10,10,10,10,12,12,12,28,28,28,32,32,32,32,31,31,,
10,10,10,10,10,10,12,12,12,12,28,28,32,32,32,32,31,31,,
10,10,10,10,10,10,12,12,12,12,28,28,32,32,32,32,31,31,,
10,10,10,10,10,10,12,12,12,12,28,28,32,32,32,32,31,31,,
10,10,10,10,10,10,12,12,12,12,28,28,32,32,32,32,31,31,,
10,10,10,10,10,10,12,12,12,12,28,28,26,32,32,32,31,31,,
10,10,10,10,10,10,12,12,12,12,28,28,28,26,32,32,31,31,,
10,10,10,10,10,10,12,12,12,12,12,28,28,26,26,32,31,31,,
10,10,10,10,10,10,12,12,12,12,12,28,28,26,26,32,31,31,,
