98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
98.83,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
97.34,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
97.34,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.73,99.73
97.34,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,,
97.34,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,,
97.34,98.83,98.83,98.83,98.83,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,,
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,
0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,
0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,
